# 2021-04-20, 14:45:19.640296
# fs = 20 Hz, N = 100
# NI 9201, 19.6.0
t,ai0
0.000000000,0.518388663
0.050000000,0.523531128
0.100000000,0.518388663
0.150000000,0.523531128
0.200000000,0.523531128
0.250000000,0.528673593
0.300000000,0.528673593
0.350000000,0.523531128
0.400000000,0.528673593
0.450000000,0.523531128
0.500000000,0.523531128
0.550000000,0.523531128
0.600000000,0.528673593
0.650000000,0.523531128
0.700000000,0.523531128
0.750000000,0.528673593
0.800000000,0.523531128
0.850000000,0.523531128
0.900000000,0.518388663
0.950000000,0.528673593
1.000000000,0.528673593
1.050000000,0.523531128
1.100000000,0.523531128
1.150000000,0.523531128
1.200000000,0.523531128
1.250000000,0.523531128
1.300000000,0.523531128
1.350000000,0.518388663
1.400000000,0.518388663
1.450000000,0.528673593
1.500000000,0.523531128
1.550000000,0.523531128
1.600000000,0.523531128
1.650000000,0.528673593
1.700000000,0.523531128
1.750000000,0.523531128
1.800000000,0.523531128
1.850000000,0.518388663
1.900000000,0.523531128
1.950000000,0.523531128
2.000000000,0.528673593
2.050000000,0.533816058
2.100000000,0.523531128
2.150000000,0.523531128
2.200000000,0.528673593
2.250000000,0.523531128
2.300000000,0.523531128
2.350000000,0.523531128
2.400000000,0.523531128
2.450000000,0.513246198
2.500000000,0.523531128
2.550000000,0.528673593
2.600000000,0.523531128
2.650000000,0.523531128
2.700000000,0.513246198
2.750000000,0.528673593
2.800000000,0.523531128
2.850000000,0.528673593
2.900000000,0.528673593
2.950000000,0.523531128
3.000000000,0.523531128
3.050000000,0.528673593
3.100000000,0.518388663
3.150000000,0.518388663
3.200000000,0.518388663
3.250000000,0.518388663
3.300000000,0.523531128
3.350000000,0.523531128
3.400000000,0.523531128
3.450000000,0.528673593
3.500000000,0.523531128
3.550000000,0.528673593
3.600000000,0.523531128
3.650000000,0.523531128
3.700000000,0.528673593
3.750000000,0.528673593
3.800000000,0.528673593
3.850000000,0.518388663
3.900000000,0.528673593
3.950000000,0.533816058
4.000000000,0.523531128
4.050000000,0.518388663
4.100000000,0.528673593
4.150000000,0.523531128
4.200000000,0.518388663
4.250000000,0.528673593
4.300000000,0.528673593
4.350000000,0.518388663
4.400000000,0.523531128
4.450000000,0.523531128
4.500000000,0.528673593
4.550000000,0.528673593
4.600000000,0.528673593
4.650000000,0.523531128
4.700000000,0.523531128
4.750000000,0.528673593
4.800000000,0.523531128
4.850000000,0.528673593
4.900000000,0.518388663
4.950000000,0.518388663
